"Step","extrapolation - train/regularization_loss","extrapolation - train/regularization_loss__MIN","extrapolation - train/regularization_loss__MAX"
"150","0.26298826932907104","0.26298826932907104","0.26298826932907104"
"151","0.33974790573120117","0.33974790573120117","0.33974790573120117"
"153","0.29971715807914734","0.29971715807914734","0.29971715807914734"
"154","0.5001463890075684","0.5001463890075684","0.5001463890075684"
"155","0.3065563440322876","0.3065563440322876","0.3065563440322876"
"156","0.22796285152435303","0.22796285152435303","0.22796285152435303"
"157","0.18582366406917572","0.18582366406917572","0.18582366406917572"
"158","0.5217339992523193","0.5217339992523193","0.5217339992523193"
"159","0.20437559485435486","0.20437559485435486","0.20437559485435486"
"160","0.3239736258983612","0.3239736258983612","0.3239736258983612"
"161","0.1855756640434265","0.1855756640434265","0.1855756640434265"
"163","0.3897656500339508","0.3897656500339508","0.3897656500339508"
"164","0.4307548403739929","0.4307548403739929","0.4307548403739929"
"165","0.2720947563648224","0.2720947563648224","0.2720947563648224"
"166","0.5865696668624878","0.5865696668624878","0.5865696668624878"
"167","0.28604012727737427","0.28604012727737427","0.28604012727737427"
"168","0.22425591945648193","0.22425591945648193","0.22425591945648193"
"169","0.26715806126594543","0.26715806126594543","0.26715806126594543"
"170","0.3600758910179138","0.3600758910179138","0.3600758910179138"
"172","0.2877892851829529","0.2877892851829529","0.2877892851829529"
"173","0.3626989424228668","0.3626989424228668","0.3626989424228668"
"174","0.21267069876194","0.21267069876194","0.21267069876194"
"175","0.30541273951530457","0.30541273951530457","0.30541273951530457"
"176","0.4167653024196625","0.4167653024196625","0.4167653024196625"
"177","0.24495768547058105","0.24495768547058105","0.24495768547058105"
"178","0.3389112651348114","0.3389112651348114","0.3389112651348114"
"179","0.2703344225883484","0.2703344225883484","0.2703344225883484"
"180","0.2842777371406555","0.2842777371406555","0.2842777371406555"
"182","0.3554433584213257","0.3554433584213257","0.3554433584213257"
"183","0.40765583515167236","0.40765583515167236","0.40765583515167236"
"184","0.2856085002422333","0.2856085002422333","0.2856085002422333"
"185","0.5389979481697083","0.5389979481697083","0.5389979481697083"
"186","0.2721973955631256","0.2721973955631256","0.2721973955631256"
"187","0.4590188264846802","0.4590188264846802","0.4590188264846802"
"188","0.2695048153400421","0.2695048153400421","0.2695048153400421"
"189","0.30812719464302063","0.30812719464302063","0.30812719464302063"
"190","0.37743744254112244","0.37743744254112244","0.37743744254112244"
