"Step","fmnist_rot - val/steps","fmnist_rot - val/steps__MIN","fmnist_rot - val/steps__MAX"
"317","7.58614444732666","7.58614444732666","7.58614444732666"
"322","7.322690963745117","7.322690963745117","7.322690963745117"
"327","6.38232946395874","6.38232946395874","6.38232946395874"
"332","8.470683097839355","8.470683097839355","8.470683097839355"
"338","8.229517936706543","8.229517936706543","8.229517936706543"
"343","10.223493576049805","10.223493576049805","10.223493576049805"
"348","9.45321273803711","9.45321273803711","9.45321273803711"
"354","10.289758682250977","10.289758682250977","10.289758682250977"
"359","9.265461921691895","9.265461921691895","9.265461921691895"
"364","9.980722427368164","9.980722427368164","9.980722427368164"
"370","8.83313274383545","8.83313274383545","8.83313274383545"
"375","9.17490005493164","9.17490005493164","9.17490005493164"
"380","8.461445808410645","8.461445808410645","8.461445808410645"
"385","10.232932090759277","10.232932090759277","10.232932090759277"
"391","6.377510070800781","6.377510070800781","6.377510070800781"
"396","8.021084785461426","8.021084785461426","8.021084785461426"
"401","9.027710914611816","9.027710914611816","9.027710914611816"
"407","8.98433780670166","8.98433780670166","8.98433780670166"
"412","8.04859447479248","8.04859447479248","8.04859447479248"
"417","8.686345100402832","8.686345100402832","8.686345100402832"
"423","6.888754844665527","6.888754844665527","6.888754844665527"
"428","7.654819488525391","7.654819488525391","7.654819488525391"
"433","9.264457702636719","9.264457702636719","9.264457702636719"
"438","7.563252925872803","7.563252925872803","7.563252925872803"
"444","8.258634567260742","8.258634567260742","8.258634567260742"
"449","7.673694610595703","7.673694610595703","7.673694610595703"
"454","9.337550163269043","9.337550163269043","9.337550163269043"
"460","7.708032131195068","7.708032131195068","7.708032131195068"
"465","12.021686553955078","12.021686553955078","12.021686553955078"
"470","7.790963649749756","7.790963649749756","7.790963649749756"
"476","7.438353538513184","7.438353538513184","7.438353538513184"
"481","8.18212890625","8.18212890625","8.18212890625"
"486","7.705220699310303","7.705220699310303","7.705220699310303"
"491","8.19779109954834","8.19779109954834","8.19779109954834"
"497","8.47329330444336","8.47329330444336","8.47329330444336"
"502","9.655019760131836","9.655019760131836","9.655019760131836"
"507","7.365461826324463","7.365461826324463","7.365461826324463"
"513","7.38594388961792","7.38594388961792","7.38594388961792"
"518","10.6128511428833","10.6128511428833","10.6128511428833"
"523","9.518072128295898","9.518072128295898","9.518072128295898"
"529","8.355220794677734","8.355220794677734","8.355220794677734"
"534","8.125904083251953","8.125904083251953","8.125904083251953"
"539","10.266867637634277","10.266867637634277","10.266867637634277"
"544","8.20140552520752","8.20140552520752","8.20140552520752"
"550","8.019879341125488","8.019879341125488","8.019879341125488"
"555","8.191365242004395","8.191365242004395","8.191365242004395"
"560","8.29738998413086","8.29738998413086","8.29738998413086"
"566","8.804819107055664","8.804819107055664","8.804819107055664"
"571","8.605422019958496","8.605422019958496","8.605422019958496"
"576","7.513654708862305","7.513654708862305","7.513654708862305"
"582","8.71245002746582","8.71245002746582","8.71245002746582"
"587","9.897189140319824","9.897189140319824","9.897189140319824"
"592","10.753011703491211","10.753011703491211","10.753011703491211"
"597","7.447590351104736","7.447590351104736","7.447590351104736"
"603","8.878514289855957","8.878514289855957","8.878514289855957"
"608","10.45803165435791","10.45803165435791","10.45803165435791"
"613","8.275300979614258","8.275300979614258","8.275300979614258"
"619","7.873092174530029","7.873092174530029","7.873092174530029"
"624","7.781325340270996","7.781325340270996","7.781325340270996"
"629","9.380120277404785","9.380120277404785","9.380120277404785"
"635","10.114458084106445","10.114458084106445","10.114458084106445"
"640","9.010441780090332","9.010441780090332","9.010441780090332"
"645","8.990160942077637","8.990160942077637","8.990160942077637"
"650","6.784538269042969","6.784538269042969","6.784538269042969"
"656","8.49457836151123","8.49457836151123","8.49457836151123"
"661","7.1670684814453125","7.1670684814453125","7.1670684814453125"
"666","12.14377498626709","12.14377498626709","12.14377498626709"
"672","8.898795127868652","8.898795127868652","8.898795127868652"
"677","8.416465759277344","8.416465759277344","8.416465759277344"
"682","9.856425285339355","9.856425285339355","9.856425285339355"
"688","8.445381164550781","8.445381164550781","8.445381164550781"
"693","7.478915691375732","7.478915691375732","7.478915691375732"
"698","9.84518051147461","9.84518051147461","9.84518051147461"
"703","9.608232498168945","9.608232498168945","9.608232498168945"
"709","8.702811241149902","8.702811241149902","8.702811241149902"
"714","7.802008152008057","7.802008152008057","7.802008152008057"
"719","12.714056015014648","12.714056015014648","12.714056015014648"
"725","10.066466331481934","10.066466331481934","10.066466331481934"
"730","8.518072128295898","8.518072128295898","8.518072128295898"
"735","9.192770957946777","9.192770957946777","9.192770957946777"
"741","7.2349395751953125","7.2349395751953125","7.2349395751953125"
"746","8.554618835449219","8.554618835449219","8.554618835449219"
"751","10.111846923828125","10.111846923828125","10.111846923828125"
"756","10.056626319885254","10.056626319885254","10.056626319885254"
"762","8.910843849182129","8.910843849182129","8.910843849182129"
"767","7.771084308624268","7.771084308624268","7.771084308624268"
"772","10.422891616821289","10.422891616821289","10.422891616821289"
"778","8.125702857971191","8.125702857971191","8.125702857971191"
"783","9.488554000854492","9.488554000854492","9.488554000854492"
"788","11.112048149108887","11.112048149108887","11.112048149108887"
"794","10.69236946105957","10.69236946105957","10.69236946105957"
"799","7.800200939178467","7.800200939178467","7.800200939178467"
"804","8.625100135803223","8.625100135803223","8.625100135803223"
"809","9.012650489807129","9.012650489807129","9.012650489807129"
"815","7.584537982940674","7.584537982940674","7.584537982940674"
"820","10.12630558013916","10.12630558013916","10.12630558013916"
"825","10.545381546020508","10.545381546020508","10.545381546020508"
"831","7.875100612640381","7.875100612640381","7.875100612640381"
"836","7.848996162414551","7.848996162414551","7.848996162414551"
"841","7.33373498916626","7.33373498916626","7.33373498916626"
"847","9.6759033203125","9.6759033203125","9.6759033203125"
